demonicref,demonicsystemid,demonicid,caseref,demonic_type,demonic_text,createdby,createdate,lastupdatedby,lastupdatedon
DP/LA/488,LA,488,C/EGD/738,Devil's Mark,,LEM,2002-02-18T18:45:18,LEM,2002-02-18T18:45:21
DP/LA/49,LA,49,C/EGD/372,New name,William,LEM,2001-06-27T16:07:42,LEM,2001-07-09T10:37:37
DP/LA/493,LA,493,C/EGD/162,Body and soul,,LEM,2002-05-06T20:04:44,LEM,2002-05-06T20:04:55
DP/LA/494,LA,494,C/EGD/1058,Devil's Mark,Leg,LEM,2002-05-07T09:30:31,LEM,2002-05-07T09:30:37
DP/LA/495,LA,495,C/EGD/674,Sex,,LEM,2002-05-07T11:02:48,LEM,2002-05-07T11:02:50
DP/LA/496,LA,496,C/LA/2689,Sex,,LEM,2002-05-07T11:30:25,LEM,2002-05-07T11:30:33
DP/LA/497,LA,497,C/LA/3019,Sex,,LEM,2002-05-07T12:10:27,LEM,2002-05-07T12:10:31
DP/LA/498,LA,498,C/EGD/301,Devil's Mark,,LEM,2002-05-07T15:53:28,LEM,2002-05-07T15:53:29
DP/LA/499,LA,499,C/EGD/301,Head and foot,,LEM,2002-05-07T15:53:30,LEM,2002-05-07T15:53:31
DP/LA/5,LA,5,C/EGD/166,Want nothing,"meat, clothing or money",LEM,2001-05-21T11:05:51,LEM,2001-05-21T11:06:09
DP/LA/50,LA,50,C/EGD/372,Servant,,LEM,2001-06-27T16:07:46,LEM,2001-06-27T16:07:57
DP/LA/500,LA,500,C/EGD/301,Anti-baptism,,LEM,2002-05-07T15:53:33,LEM,2002-05-07T15:53:34
DP/LA/501,LA,501,C/EGD/238,Devil's Mark,right cheek,LEM,2002-05-07T16:32:51,LEM,2002-05-07T16:33:24
DP/LA/505,LA,505,C/EGD/435,Devil's Mark,thigh,LEM,2002-06-06T12:44:03,LEM,2002-06-06T12:44:51
DP/LA/506,LA,506,C/EGD/435,Sex,with the bonnie lass,LEM,2002-06-06T12:44:11,LEM,2002-06-06T12:44:25
DP/LA/507,LA,507,C/EGD/435,Servant,,LEM,2002-06-06T12:44:27,LEM,2002-06-06T12:44:28
DP/LA/508,LA,508,C/EGD/435,Want nothing,,LEM,2002-06-06T12:44:29,LEM,2002-06-06T12:44:34
DP/LA/509,LA,509,C/EGD/435,New name,James Scot,LEM,2002-06-06T12:44:35,LEM,2002-06-06T12:44:45
DP/LA/51,LA,51,C/EGD/372,Devil's Mark,on his leg,LEM,2001-06-27T16:07:59,LEM,2001-06-27T16:08:14
DP/LA/510,LA,510,C/EGD/435,Head and foot,,LEM,2002-06-06T12:44:51,LEM,2002-06-06T12:44:52
DP/LA/511,LA,511,C/EGD/435,Anti-baptism,,LEM,2002-06-06T12:44:53,LEM,2002-06-06T12:45:02
DP/LA/515,LA,515,C/EGD/2264,Sex,with a black man,LEM,2002-06-19T11:11:00,LEM,2002-06-19T11:11:05
DP/LA/516,LA,516,C/EGD/2212,Sex,,LEM,2002-06-19T12:06:57,LEM,2002-06-19T12:07:00
DP/LA/517,LA,517,C/EGD/2220,Sex,,LEM,2002-06-19T14:02:26,LEM,2002-06-19T14:02:28
DP/LA/518,LA,518,C/EGD/2220,Devil's Mark,privie member,LEM,2002-06-19T14:02:29,LEM,2002-06-19T14:03:50
DP/LA/519,LA,519,C/EGD/687,Anti-baptism,,LEM,2002-06-25T11:05:52,LEM,2002-06-25T11:05:53
DP/LA/52,LA,52,C/EGD/371,Anti-baptism,,LEM,2001-06-27T16:16:50,LEM,2001-06-27T16:16:56
DP/LA/520,LA,520,C/EGD/687,Head and foot,,LEM,2002-06-25T11:05:54,LEM,2002-06-25T11:05:57
DP/LA/521,LA,521,C/EGD/624,Sex,'heavie like a horse',LEM,2002-06-25T11:21:42,LEM,2002-06-25T11:22:31
DP/LA/522,LA,522,C/EGD/624,Anti-baptism,,LEM,2002-06-25T11:21:46,LEM,2002-06-25T11:21:47
DP/LA/523,LA,523,C/EGD/624,Head and foot,,LEM,2002-06-25T11:21:47,LEM,2002-06-25T11:21:50
DP/LA/524,LA,524,C/LA/3061,Sex,he was heavy and cold,LEM,2002-06-25T12:33:55,LEM,2002-06-25T12:34:05
DP/LA/525,LA,525,C/LA/3061,Anti-baptism,,LEM,2002-06-25T12:34:09,LEM,2002-06-25T12:34:10
DP/LA/526,LA,526,C/LA/3061,Head and foot,,LEM,2002-06-25T12:34:12,LEM,2002-06-25T12:34:13
DP/LA/527,LA,527,C/LA/3061,New name,Eppie,LEM,2002-06-25T12:34:14,LEM,2002-06-25T12:34:24
DP/LA/528,LA,528,C/EGD/620,Sex,,LEM,2002-06-25T13:14:08,LEM,2002-06-25T13:14:09
DP/LA/529,LA,529,C/EGD/620,Servant,,LEM,2002-06-25T13:14:10,LEM,2002-06-25T13:14:13
DP/LA/53,LA,53,C/EGD/371,Servant,,LEM,2001-06-27T16:16:57,LEM,2001-06-27T16:17:01
DP/LA/530,LA,530,C/EGD/620,New name,Saras Drudge,LEM,2002-06-25T13:14:15,LEM,2002-06-25T13:14:25
DP/LA/531,LA,531,C/EGD/620,Anti-baptism,,LEM,2002-06-25T13:14:49,LEM,2002-06-25T13:14:49
DP/LA/532,LA,532,C/EGD/620,Head and foot,,LEM,2002-06-25T13:14:49,LEM,2002-06-25T13:15:10
DP/LA/533,LA,533,C/EGD/616,Sex,,LEM,2002-06-25T13:35:50,LEM,2002-06-25T13:35:55
DP/LA/534,LA,534,C/EGD/616,Anti-baptism,,LEM,2002-06-25T13:35:55,LEM,2002-06-25T13:35:57
DP/LA/535,LA,535,C/EGD/616,Head and foot,,LEM,2002-06-25T13:35:57,LEM,2002-06-25T13:35:58
DP/LA/536,LA,536,C/EGD/616,Servant,,LEM,2002-06-25T13:35:58,LEM,2002-06-25T13:35:59
DP/LA/537,LA,537,C/EGD/616,New name,Coufre,LEM,2002-06-25T13:36:02,LEM,2002-06-25T13:36:12
DP/LA/538,LA,538,C/EGD/702,Sex,,LEM,2002-07-04T13:53:49,LEM,2002-07-04T13:55:31
DP/LA/539,LA,539,C/EGD/703,Sex,cold,LEM,2002-07-04T14:24:32,LEM,2002-07-04T14:24:35
DP/LA/54,LA,54,C/EGD/371,Sex,Devil's nature was cold,LEM,2001-06-27T16:17:06,jhm,2002-11-05T14:21:44
DP/LA/540,LA,540,C/EGD/703,Head and foot,,LEM,2002-07-04T14:25:19,LEM,2002-07-04T14:25:20
DP/LA/541,LA,541,C/EGD/703,Devil's Mark,,LEM,2002-07-04T14:25:20,LEM,2002-07-04T14:25:27
DP/LA/542,LA,542,C/EGD/704,Head and foot,,LEM,2002-07-04T14:56:37,LEM,2002-07-04T14:56:38
DP/LA/543,LA,543,C/EGD/704,New name,can't remember her new name,LEM,2002-07-04T14:56:40,LEM,2002-07-04T14:56:48
DP/LA/544,LA,544,C/EGD/705,Anti-baptism,,LEM,2002-07-04T16:17:26,LEM,2002-07-04T16:17:51
DP/LA/545,LA,545,C/EGD/818,Body and soul,,LEM,2002-07-09T17:22:56,LEM,2002-07-09T17:22:57
DP/LA/546,LA,546,C/EGD/818,Anti-baptism,,LEM,2002-07-09T17:22:59,LEM,2002-07-09T17:23:00
DP/LA/547,LA,547,C/EGD/819,Anti-baptism,,LEM,2002-07-09T17:25:19,LEM,2002-07-09T17:25:19
DP/LA/548,LA,548,C/EGD/819,Body and soul,,LEM,2002-07-09T17:25:20,LEM,2002-07-09T17:25:24
DP/LA/549,LA,549,C/EGD/824,Anti-baptism,,LEM,2002-07-09T17:27:24,LEM,2002-07-09T17:27:24
DP/LA/55,LA,55,C/EGD/371,Devil's Mark,shoulder,LEM,2001-06-27T16:17:12,LEM,2001-06-27T16:17:30
DP/LA/550,LA,550,C/EGD/824,Body and soul,,LEM,2002-07-09T17:27:25,LEM,2002-07-09T17:27:27
DP/LA/551,LA,551,C/EGD/823,Anti-baptism,,LEM,2002-07-09T17:31:02,LEM,2002-07-09T17:31:03
DP/LA/552,LA,552,C/EGD/823,Body and soul,,LEM,2002-07-09T17:31:04,LEM,2002-07-09T17:31:04
DP/LA/553,LA,553,C/EGD/715,Anti-baptism,,LEM,2002-07-09T17:34:31,LEM,2002-07-09T17:34:32
DP/LA/554,LA,554,C/EGD/715,Body and soul,,LEM,2002-07-09T17:34:34,LEM,2002-07-09T17:34:36
DP/LA/555,LA,555,C/EGD/717,Anti-baptism,,LEM,2002-07-09T17:35:24,LEM,2002-07-09T17:35:24
DP/LA/556,LA,556,C/EGD/717,Body and soul,,LEM,2002-07-09T17:35:25,LEM,2002-07-09T17:35:27
DP/LA/557,LA,557,C/EGD/718,Anti-baptism,,LEM,2002-07-09T17:36:46,LEM,2002-07-09T17:36:46
DP/LA/558,LA,558,C/EGD/718,Body and soul,,LEM,2002-07-09T17:36:47,LEM,2002-07-09T17:36:49
DP/LA/559,LA,559,C/EGD/719,Anti-baptism,,LEM,2002-07-09T17:37:39,LEM,2002-07-09T17:37:40
DP/LA/56,LA,56,C/EGD/371,Devil's Mark,between thigh and body,LEM,2001-06-27T16:17:32,LEM,2001-06-27T16:17:44
DP/LA/560,LA,560,C/EGD/719,Body and soul,,LEM,2002-07-09T17:37:41,LEM,2002-07-09T17:37:43
DP/LA/561,LA,561,C/EGD/592,Anti-baptism,,LEM,2002-07-09T17:41:22,LEM,2002-07-09T17:41:23
DP/LA/562,LA,562,C/EGD/592,Body and soul,,LEM,2002-07-09T17:41:25,LEM,2002-07-09T17:41:31
DP/LA/563,LA,563,C/EGD/817,Anti-baptism,,LEM,2002-07-09T17:42:19,LEM,2002-07-09T17:42:20
DP/LA/564,LA,564,C/EGD/817,Body and soul,,LEM,2002-07-09T17:42:23,LEM,2002-07-09T17:42:24
DP/LA/565,LA,565,C/EGD/1770,Body and soul,,LEM,2002-07-09T17:52:29,LEM,2002-07-09T17:52:31
DP/LA/566,LA,566,C/LA/2951,Anti-baptism,,LEM,2002-07-09T17:55:03,LEM,2002-07-09T17:55:04
DP/LA/567,LA,567,C/LA/2951,Body and soul,,LEM,2002-07-09T17:55:05,LEM,2002-07-09T17:55:06
DP/LA/568,LA,568,C/LA/2952,Anti-baptism,,LEM,2002-07-09T17:56:47,LEM,2002-07-09T17:56:47
DP/LA/569,LA,569,C/LA/2952,Body and soul,,LEM,2002-07-09T17:56:49,LEM,2002-07-09T17:56:52
DP/LA/57,LA,57,C/EGD/374,Anti-baptism,,LEM,2001-06-27T16:22:34,LEM,2001-06-27T16:22:35
DP/LA/570,LA,570,C/LA/3097,Paction,,LEM,2002-07-09T18:25:46,LEM,2002-07-09T18:25:51
DP/LA/571,LA,571,C/EGD/217,Devil's Mark,on the viens and sinews of her leg.,LEM,2002-07-10T10:13:07,LEM,2002-07-10T10:13:27
DP/LA/572,LA,572,C/EGD/208,Devil's Mark,in her bellie,LEM,2002-07-10T13:50:00,LEM,2002-07-10T13:50:27
DP/LA/573,LA,573,C/EGD/184,Devil's Mark,,LEM,2002-07-10T16:14:07,LEM,2002-07-10T16:14:08
DP/LA/574,LA,574,C/EGD/203,Servant,,LEM,2002-07-12T10:40:40,LEM,2002-07-12T10:40:41
DP/LA/575,LA,575,C/EGD/203,Head and foot,,LEM,2002-07-12T10:40:43,LEM,2002-07-12T10:40:43
DP/LA/576,LA,576,C/EGD/203,Anti-baptism,,LEM,2002-07-12T10:40:45,LEM,2002-07-12T10:40:45
DP/LA/577,LA,577,C/EGD/203,Devil's Mark,right side of her nose under her eye,LEM,2002-07-12T10:40:47,LEM,2002-07-12T10:41:09
DP/LA/578,LA,578,C/EGD/204,Devil's Mark,left leg above her knee,LEM,2002-07-12T12:41:06,LEM,2002-07-12T12:41:33
DP/LA/579,LA,579,C/EGD/204,Servant,,LEM,2002-07-12T12:41:10,LEM,2002-07-12T12:41:10
DP/LA/58,LA,58,C/EGD/374,Devil's Mark,shoulder,LEM,2001-06-27T16:22:39,LEM,2001-06-27T16:23:02
DP/LA/580,LA,580,C/EGD/204,Sex,,LEM,2002-07-12T12:41:12,LEM,2002-07-12T12:41:19
DP/LA/581,LA,581,C/EGD/204,Anti-baptism,,LEM,2002-07-12T12:41:20,LEM,2002-07-12T12:41:25
DP/LA/582,LA,582,C/EGD/205,Servant,,LEM,2002-07-12T12:56:25,LEM,2002-07-12T12:56:26
DP/LA/583,LA,583,C/EGD/205,New name,Lydia,LEM,2002-07-12T12:56:27,LEM,2002-07-12T12:56:32
DP/LA/584,LA,584,C/EGD/205,Anti-baptism,,LEM,2002-07-12T12:56:38,LEM,2002-07-12T12:56:38
DP/LA/585,LA,585,C/EGD/205,Sex,,LEM,2002-07-12T12:56:39,LEM,2002-07-12T12:56:46
DP/LA/586,LA,586,C/LA/3125,Devil's Mark,,LEM,2002-07-12T13:25:50,LEM,2002-07-12T13:26:09
DP/LA/587,LA,587,C/EGD/302,Anti-baptism,,LEM,2002-07-15T10:10:52,LEM,2002-07-15T10:10:55
DP/LA/588,LA,588,C/EGD/303,Servant,,LEM,2002-07-15T10:16:51,LEM,2002-07-15T10:17:12
DP/LA/589,LA,589,C/EGD/280,Anti-baptism,,LEM,2002-07-15T10:19:26,LEM,2002-07-15T16:13:32
DP/LA/59,LA,59,C/EGD/374,Servant,,LEM,2001-06-27T16:23:16,LEM,2001-06-27T16:23:18
DP/LA/590,LA,590,C/EGD/780,Servant,,LEM,2002-07-15T10:21:09,LEM,2002-07-15T10:21:09
DP/LA/591,LA,591,C/EGD/780,Anti-baptism,,LEM,2002-07-15T10:21:10,LEM,2002-07-15T10:21:12
DP/LA/592,LA,592,C/EGD/785,Devil's Mark,back,LEM,2002-07-15T11:06:49,LEM,2002-07-15T11:06:58
DP/LA/593,LA,593,C/EGD/785,Servant,,LEM,2002-07-15T11:06:59,LEM,2002-07-15T11:06:59
DP/LA/594,LA,594,C/EGD/785,Want nothing,,LEM,2002-07-15T11:07:00,LEM,2002-07-15T11:07:13
DP/LA/595,LA,595,C/EGD/302,Devil's Mark,,LEM,2002-07-15T16:13:08,LEM,2002-07-15T16:13:19
DP/LA/596,LA,596,C/EGD/280,Devil's Mark,,LEM,2002-07-15T16:13:32,LEM,2002-07-15T16:13:33
DP/LA/597,LA,597,C/EGD/780,Devil's Mark,,LEM,2002-07-15T16:14:15,LEM,2002-07-15T16:14:16
DP/LA/598,LA,598,C/EGD/291,Servant,,LEM,2002-07-18T10:35:08,LEM,2002-07-18T10:35:09
DP/LA/599,LA,599,C/EGD/291,Anti-baptism,,LEM,2002-07-18T10:35:09,LEM,2002-07-18T10:35:12
DP/LA/6,LA,6,C/EGD/166,Servant,,LEM,2001-05-21T11:06:49,LEM,2001-05-21T11:06:53
DP/LA/60,LA,60,C/EGD/373,Servant,,LEM,2001-06-28T09:20:21,LEM,2001-06-28T09:20:22
DP/LA/600,LA,600,C/EGD/292,Devil's Mark,secret member,LEM,2002-07-18T11:17:49,LEM,2002-07-18T11:18:03
DP/LA/601,LA,601,C/EGD/293,Sex,when a black dog lay with her in bed,LEM,2002-07-18T11:54:56,LEM,2002-07-18T11:55:16
DP/LA/602,LA,602,C/EGD/293,Devil's Mark,Right shoulder,LEM,2002-07-18T11:55:56,LEM,2002-07-18T11:56:16
DP/LA/603,LA,603,C/EGD/299,Anti-baptism,,LEM,2002-07-18T12:57:53,LEM,2002-07-18T12:57:54
DP/LA/604,LA,604,C/EGD/299,Devil's Mark,,LEM,2002-07-18T12:57:56,LEM,2002-07-18T12:57:56
DP/LA/605,LA,605,C/EGD/299,Sex,,LEM,2002-07-18T12:57:57,LEM,2002-07-18T12:57:59
DP/LA/606,LA,606,C/EGD/1379,Devil's Mark,,LEM,2002-07-18T13:02:21,LEM,2002-07-18T13:02:23
DP/LA/607,LA,607,C/EGD/357,Devil's Mark,,LEM,2002-07-18T13:04:01,LEM,2002-07-18T13:04:03
DP/LA/608,LA,608,C/LA/2950,Anti-baptism,,LEM,2002-07-18T13:06:02,LEM,2002-07-18T13:06:06
DP/LA/609,LA,609,C/EGD/313,Anti-baptism,,LEM,2002-07-18T17:14:01,LEM,2002-07-18T17:14:01
DP/LA/61,LA,61,C/EGD/373,Anti-baptism,,LEM,2001-06-28T09:20:27,LEM,2001-06-28T09:20:28
DP/LA/610,LA,610,C/EGD/313,New name,"tried to name her Jeane, she said no",LEM,2002-07-18T17:14:03,LEM,2002-07-18T17:14:23
DP/LA/611,LA,611,C/EGD/311,Anti-baptism,,LEM,2002-07-18T17:33:07,LEM,2002-07-18T17:33:08
DP/LA/612,LA,612,C/EGD/311,Sex,his body was hard and cold,LEM,2002-07-18T17:33:09,LEM,2002-07-18T17:33:21
DP/LA/613,LA,613,C/EGD/309,Anti-baptism,,LEM,2002-07-18T17:59:54,LEM,2002-07-18T18:00:01
DP/LA/614,LA,614,C/EGD/309,New name,Bessie,LEM,2002-07-18T18:00:02,LEM,2002-07-18T18:00:09
DP/LA/615,LA,615,C/EGD/309,Servant,,LEM,2002-07-18T18:00:10,LEM,2002-07-18T18:00:53
DP/LA/616,LA,616,C/EGD/310,Paction,,LEM,2002-07-18T18:10:06,LEM,2002-07-18T18:10:07
DP/LA/617,LA,617,C/EGD/310,Head and foot,,LEM,2002-07-18T18:10:08,LEM,2002-07-18T18:10:09
DP/LA/618,LA,618,C/EGD/310,Anti-baptism,,LEM,2002-07-18T18:10:09,LEM,2002-07-18T18:10:13
DP/LA/619,LA,619,C/EGD/310,New name,Jonet,LEM,2002-07-18T18:10:19,LEM,2002-07-18T18:10:26
DP/LA/62,LA,62,C/EGD/370,Anti-baptism,,LEM,2001-06-28T09:30:14,LEM,2001-06-28T09:30:16
DP/LA/620,LA,620,C/EGD/310,Sex,,LEM,2002-07-18T18:10:58,LEM,2002-07-18T18:11:00
DP/LA/621,LA,621,C/EGD/312,Anti-baptism,,LEM,2002-07-18T18:14:54,LEM,2002-07-18T18:14:54
DP/LA/622,LA,622,C/EGD/312,New name,Jonet,LEM,2002-07-18T18:14:55,LEM,2002-07-18T18:15:03
DP/LA/623,LA,623,C/EGD/319,Sex,,LEM,2002-07-19T09:30:54,LEM,2002-07-19T09:30:55
DP/LA/624,LA,624,C/EGD/319,Anti-baptism,,LEM,2002-07-19T09:30:59,LEM,2002-07-19T09:30:59
DP/LA/625,LA,625,C/EGD/319,New name,Bessie,LEM,2002-07-19T09:31:00,LEM,2002-07-19T09:31:04
DP/LA/626,LA,626,C/EGD/319,Devil's Mark,right hand,LEM,2002-07-19T09:31:05,LEM,2002-07-19T09:31:11
DP/LA/627,LA,627,C/EGD/319,Servant,,LEM,2002-07-19T09:31:12,LEM,2002-07-19T09:31:25
DP/LA/628,LA,628,C/EGD/318,Anti-baptism,,LEM,2002-07-19T09:51:38,LEM,2002-07-19T09:51:39
DP/LA/629,LA,629,C/EGD/791,Anti-baptism,,LEM,2002-07-19T11:07:05,LEM,2002-07-19T11:07:06
DP/LA/63,LA,63,C/EGD/370,Servant,,LEM,2001-06-28T09:30:17,LEM,2001-06-28T09:30:18
DP/LA/630,LA,630,C/EGD/791,Sex,,LEM,2002-07-19T11:07:07,LEM,2002-07-19T11:07:08
DP/LA/631,LA,631,C/EGD/791,Devil's Mark,,LEM,2002-07-19T11:07:09,LEM,2002-07-19T11:07:10
DP/LA/632,LA,632,C/EGD/791,New name,,LEM,2002-07-19T11:07:11,LEM,2002-07-19T11:07:21
DP/LA/633,LA,633,C/EGD/792,Anti-baptism,,LEM,2002-07-23T15:11:51,LEM,2002-07-23T15:12:00
DP/LA/634,LA,634,C/EGD/323,Sex,,LEM,2002-07-30T10:52:33,LEM,2002-07-30T10:52:35
DP/LA/635,LA,635,C/EGD/323,Devil's Mark,,LEM,2002-07-30T10:53:46,LEM,2002-07-30T10:53:48
DP/LA/636,LA,636,C/EGD/345,Devil's Mark,they found three,LEM,2002-07-30T11:09:32,LEM,2002-07-30T11:09:42
DP/LA/637,LA,637,C/EGD/345,Sex,,LEM,2002-07-30T11:11:20,LEM,2002-07-30T11:11:25
DP/LA/638,LA,638,C/EGD/345,Anti-baptism,,LEM,2002-07-30T11:11:26,LEM,2002-07-30T11:11:27
DP/LA/639,LA,639,C/EGD/324,Devil's Mark,Neck,LEM,2002-07-30T11:56:01,LEM,2002-07-30T11:56:56
DP/LA/64,LA,64,C/EGD/370,New name,Jannet Cleir Keyes,LEM,2001-06-28T09:30:50,LEM,2001-06-28T09:31:19
DP/LA/640,LA,640,C/EGD/324,Devil's Mark,Left Shoulder,LEM,2002-07-30T11:56:56,LEM,2002-07-30T11:57:10
DP/LA/641,LA,641,C/EGD/350,Sex,,LEM,2002-07-30T13:30:58,LEM,2002-07-30T13:31:00
DP/LA/642,LA,642,C/EGD/350,Anti-baptism,,LEM,2002-07-30T13:31:01,LEM,2002-07-30T13:31:08
DP/LA/643,LA,643,C/EGD/347,Sex,,LEM,2002-07-30T13:44:52,LEM,2002-07-30T13:44:53
DP/LA/644,LA,644,C/EGD/347,New name,Lapie,LEM,2002-07-30T13:46:38,LEM,2002-07-30T13:46:48
DP/LA/645,LA,645,C/EGD/353,Devil's Mark,"right shoulder, left shoulder and her heave",LEM,2002-08-01T09:27:39,LEM,2002-08-01T09:27:54
DP/LA/646,LA,646,C/EGD/353,Anti-baptism,,LEM,2002-08-01T09:28:01,LEM,2002-08-01T09:28:03
DP/LA/647,LA,647,C/EGD/344,Sex,,LEM,2002-08-01T09:37:21,LEM,2002-08-01T09:37:32
DP/LA/648,LA,648,C/EGD/349,Devil's Mark,under her left oxter,LEM,2002-08-01T09:46:44,jhm,2002-11-05T09:22:10
DP/LA/649,LA,649,C/EGD/343,Want nothing,,LEM,2002-08-01T09:55:29,LEM,2002-08-01T09:55:32
DP/LA/650,LA,650,C/EGD/343,Anti-baptism,,LEM,2002-08-01T09:55:33,LEM,2002-08-01T09:55:38
DP/LA/651,LA,651,C/EGD/343,Sex,in the middle of the floor,LEM,2002-08-01T09:55:39,LEM,2002-08-01T09:55:48
DP/LA/652,LA,652,C/EGD/782,Servant,,LEM,2002-08-01T10:37:28,LEM,2002-08-01T10:37:28
DP/LA/653,LA,653,C/EGD/782,Devil's Mark,,LEM,2002-08-01T10:37:29,LEM,2002-08-01T10:37:31
DP/LA/654,LA,654,C/EGD/273,Servant,,LEM,2002-08-01T10:50:38,LEM,2002-08-01T10:50:38
DP/LA/655,LA,655,C/EGD/273,Anti-baptism,,LEM,2002-08-01T10:50:39,LEM,2002-08-01T10:50:44
DP/LA/656,LA,656,C/EGD/1830,Anti-baptism,,LEM,2002-08-02T15:09:40,LEM,2002-08-02T15:09:41
DP/LA/657,LA,657,C/EGD/1830,Sex,,LEM,2002-08-02T15:09:45,LEM,2002-08-02T15:09:46
DP/LA/658,LA,658,C/EGD/1830,New name,,LEM,2002-08-02T15:09:47,LEM,2002-08-02T15:09:48
DP/LA/659,LA,659,C/EGD/1829,Anti-baptism,,LEM,2002-08-02T15:11:51,LEM,2002-08-02T15:11:52
DP/LA/660,LA,660,C/EGD/1829,New name,,LEM,2002-08-02T15:11:58,LEM,2002-08-02T15:12:00
DP/LA/661,LA,661,C/EGD/1829,Sex,,LEM,2002-08-02T15:12:01,LEM,2002-08-02T15:12:02
DP/LA/662,LA,662,C/LA/3188,Anti-baptism,,LEM,2002-08-02T15:16:01,LEM,2002-08-02T15:16:01
DP/LA/663,LA,663,C/LA/3188,New name,,LEM,2002-08-02T15:16:02,LEM,2002-08-02T15:16:03
DP/LA/664,LA,664,C/LA/3188,Sex,,LEM,2002-08-02T15:16:04,LEM,2002-08-02T15:16:05
DP/LA/665,LA,665,C/LA/3189,Anti-baptism,,LEM,2002-08-02T15:17:25,LEM,2002-08-02T15:17:25
DP/LA/666,LA,666,C/LA/3189,New name,,LEM,2002-08-02T15:17:26,LEM,2002-08-02T15:17:26
DP/LA/667,LA,667,C/LA/3189,Sex,,LEM,2002-08-02T15:17:28,LEM,2002-08-02T15:17:30
DP/LA/668,LA,668,C/LA/3190,Anti-baptism,,LEM,2002-08-02T15:19:22,LEM,2002-08-02T15:19:22
DP/LA/669,LA,669,C/LA/3190,Sex,,LEM,2002-08-02T15:19:24,LEM,2002-08-02T15:19:25
DP/LA/670,LA,670,C/LA/3190,New name,,LEM,2002-08-02T15:19:27,LEM,2002-08-02T15:19:28
DP/LA/671,LA,671,C/LA/3191,Anti-baptism,,LEM,2002-08-02T15:28:45,LEM,2002-08-02T15:28:46
DP/LA/672,LA,672,C/LA/3191,Sex,,LEM,2002-08-02T15:28:48,LEM,2002-08-02T15:28:53
DP/LA/673,LA,673,C/LA/3191,New name,,LEM,2002-08-02T15:28:54,LEM,2002-08-02T15:28:57
DP/LA/674,LA,674,C/LA/3192,Anti-baptism,,LEM,2002-08-02T15:30:15,LEM,2002-08-02T15:30:15
DP/LA/675,LA,675,C/LA/3192,Sex,,LEM,2002-08-02T15:30:16,LEM,2002-08-02T15:30:17
DP/LA/676,LA,676,C/LA/3192,New name,,LEM,2002-08-02T15:30:18,LEM,2002-08-02T15:30:20
DP/LA/677,LA,677,C/LA/3193,Anti-baptism,,LEM,2002-08-02T15:31:30,LEM,2002-08-02T15:31:30
DP/LA/678,LA,678,C/LA/3193,Sex,,LEM,2002-08-02T15:31:31,LEM,2002-08-02T15:31:32
DP/LA/679,LA,679,C/LA/3193,New name,,LEM,2002-08-02T15:31:33,LEM,2002-08-02T15:31:35
DP/LA/680,LA,680,C/LA/3197,Anti-baptism,,LEM,2002-08-02T15:38:55,LEM,2002-08-02T15:38:56
DP/LA/681,LA,681,C/LA/3197,Sex,,LEM,2002-08-02T15:38:57,LEM,2002-08-02T15:38:57
DP/LA/682,LA,682,C/LA/3197,New name,,LEM,2002-08-02T15:38:59,LEM,2002-08-02T15:39:01
DP/LA/683,LA,683,C/LA/3196,Anti-baptism,,LEM,2002-08-02T15:39:50,LEM,2002-08-02T15:39:50
DP/LA/684,LA,684,C/LA/3196,Sex,,LEM,2002-08-02T15:39:51,LEM,2002-08-02T15:39:52
DP/LA/685,LA,685,C/LA/3196,New name,,LEM,2002-08-02T15:39:53,LEM,2002-08-02T15:39:56
DP/LA/686,LA,686,C/LA/3195,Anti-baptism,,LEM,2002-08-02T15:39:59,LEM,2002-08-02T15:39:59
DP/LA/687,LA,687,C/LA/3195,Sex,,LEM,2002-08-02T15:40:00,LEM,2002-08-02T15:40:02
DP/LA/688,LA,688,C/LA/3195,New name,,LEM,2002-08-02T15:40:03,LEM,2002-08-02T15:40:05
DP/LA/689,LA,689,C/LA/3194,Anti-baptism,,LEM,2002-08-02T15:40:34,LEM,2002-08-02T15:40:34
DP/LA/690,LA,690,C/LA/3194,Sex,,LEM,2002-08-02T15:40:36,LEM,2002-08-02T15:40:36
DP/LA/691,LA,691,C/LA/3194,New name,,LEM,2002-08-02T15:40:37,LEM,2002-08-02T15:40:40
DP/LA/692,LA,692,C/LA/3198,Anti-baptism,,LEM,2002-08-02T15:55:25,LEM,2002-08-02T15:55:25
DP/LA/693,LA,693,C/LA/3198,Sex,,LEM,2002-08-02T15:55:26,LEM,2002-08-02T15:55:27
DP/LA/694,LA,694,C/LA/3198,New name,,LEM,2002-08-02T15:55:29,LEM,2002-08-02T15:55:31
DP/LA/695,LA,695,C/EGD/1831,Anti-baptism,,LEM,2002-08-02T15:59:58,LEM,2002-08-02T15:59:58
DP/LA/696,LA,696,C/EGD/1831,Sex,,LEM,2002-08-02T15:59:59,LEM,2002-08-02T16:00:00
DP/LA/697,LA,697,C/EGD/1831,New name,,LEM,2002-08-02T16:00:01,LEM,2002-08-02T16:00:03
DP/LA/698,LA,698,C/LA/3209,Anti-baptism,,LEM,2002-08-05T12:11:32,LEM,2002-08-05T12:11:32
DP/LA/699,LA,699,C/LA/3209,Sex,,LEM,2002-08-05T12:11:33,LEM,2002-08-05T12:11:34
