imprisonref,imprisonsystemid,imprisonid,trialref,centraltrialimprison,imprisondate,imprisondate_as_date,prison,location,moving,fate_in_prison,createdby,createdate,lastupdatedby,lastupdatedon
IM/LA/352,LA,352,T/LA/1189,false,15/4/1697,1997-04-15T00:00:00,Tolbooth,Glasgow,false,Moved,LEM,2002-01-30T13:25:03,LEM,2002-01-30T13:25:19
IM/LA/353,LA,353,T/LA/1189,false,12/5/1697,1997-05-12T00:00:00,Tolbooth,Renfrew,false,,LEM,2002-01-30T13:25:20,LEM,2002-01-30T13:25:47
IM/LA/354,LA,354,T/LA/1191,false,15/4/1697,1997-04-15T00:00:00,Tolbooth,Renfrew,false,Moved,LEM,2002-01-30T13:43:17,LEM,2002-01-30T13:43:52
IM/LA/355,LA,355,T/LA/1191,false,12/5/1697,1997-05-12T00:00:00,Tolbooth,Glasgow,false,Moved,LEM,2002-01-30T13:43:27,LEM,2002-01-30T13:44:04
IM/LA/356,LA,356,T/LA/1191,false,,,Tolbooth,Renfrew,false,,LEM,2002-01-30T13:44:04,LEM,2002-01-30T13:44:17
IM/LA/357,LA,357,T/JO/1131,false,15/4/1697,1997-04-15T00:00:00,Tolbooth,Paisley,false,,LEM,2002-01-30T15:05:39,LEM,2002-01-31T10:09:05
IM/LA/359,LA,359,T/JO/1133,false,15/4/1697,1997-04-15T00:00:00,Tolbooth,Renfrew,false,Moved,LEM,2002-01-30T15:16:03,jhm,2002-10-22T10:48:51
IM/LA/360,LA,360,T/LA/1190,false,15/4/1697,1997-04-15T00:00:00,Tolbooth,Paisley,false,,LEM,2002-01-30T15:20:22,LEM,2002-01-30T15:20:37
IM/LA/361,LA,361,T/LA/1199,false,13/4/1697,1997-04-13T00:00:00,Tolbooth,Paisley,false,Moved,LEM,2002-01-30T15:28:36,LEM,2002-01-30T15:29:16
IM/LA/362,LA,362,T/LA/1199,false,15/4/1697,1997-04-15T00:00:00,Tolbooth,Glasgow,false,Moved,LEM,2002-01-30T15:29:16,LEM,2002-01-30T15:29:29
IM/LA/363,LA,363,T/LA/1199,false,12/5/1697,1997-05-12T00:00:00,Tolbooth,Paisley,false,Moved,LEM,2002-01-30T15:29:30,LEM,2002-01-30T15:32:50
IM/LA/364,LA,364,T/LA/1201,false,15/4/1697,1997-04-15T00:00:00,Tolbooth,Renfrew,false,Moved,LEM,2002-01-30T16:09:35,LEM,2002-01-30T16:10:35
IM/LA/365,LA,365,T/LA/1201,false,13/4/1697,1997-04-13T00:00:00,Tolbooth,paisley,false,Moved,LEM,2002-01-30T16:10:01,LEM,2002-01-30T16:10:38
IM/LA/366,LA,366,T/LA/1201,false,12/5/1697,1997-05-12T00:00:00,Tolbooth,Paisley,false,,LEM,2002-01-30T16:10:16,LEM,2002-01-30T16:10:33
IM/LA/367,LA,367,T/LA/1202,false,7/7/1644,2044-07-07T00:00:00,,Dunbar,false,,LEM,2002-01-30T17:31:21,LEM,2002-01-30T17:31:34
IM/LA/368,LA,368,T/LA/1203,false,7/7/1644,2044-07-07T00:00:00,,Dunbar,false,,LEM,2002-01-30T17:33:57,LEM,2002-01-30T17:34:03
IM/LA/369,LA,369,T/LA/1204,false,7/7/1644,2044-07-07T00:00:00,,Dunbar,false,,LEM,2002-01-30T17:37:04,LEM,2002-01-30T17:37:10
IM/LA/370,LA,370,T/LA/1205,false,7/7/1644,2044-07-07T00:00:00,,Dunbar,false,,LEM,2002-01-30T17:39:41,LEM,2002-01-30T17:39:48
IM/LA/371,LA,371,T/JO/1133,false,12/5/1697,1997-05-12T00:00:00,Tolbooth,Paisley,false,,LEM,2002-01-31T10:26:47,LEM,2002-01-31T10:27:34
IM/LA/372,LA,372,T/LA/1208,false,15/4/1697,1997-04-15T00:00:00,,,false,,LEM,2002-01-31T13:05:39,LEM,2002-01-31T13:05:45
IM/LA/373,LA,373,T/LA/1209,false,15/4/1697,1997-04-15T00:00:00,Tolbooth,Renfrew,false,Released,LEM,2002-01-31T13:16:56,LEM,2002-01-31T13:17:19
IM/LA/374,LA,374,T/LA/1210,false,15/4/1697,1997-04-15T00:00:00,Tolbooth,Renfrew,false,Released,LEM,2002-01-31T13:24:48,LEM,2002-01-31T13:24:59
IM/LA/375,LA,375,T/LA/1211,false,15/4/1697,1997-04-15T00:00:00,,Renfrew,false,,LEM,2002-01-31T14:57:24,LEM,2002-01-31T14:57:39
IM/LA/376,LA,376,T/LA/1212,false,,,,Refrew,false,Released,LEM,2002-01-31T15:08:34,jhm,2002-10-18T10:22:36
IM/LA/377,LA,377,T/LA/1213,false,15/4/1697,1997-04-15T00:00:00,,Renfrew,false,,LEM,2002-01-31T20:51:23,LEM,2002-01-31T20:51:51
IM/LA/378,LA,378,T/LA/1214,false,15/4/1697,1997-04-15T00:00:00,,Renfrew,false,Moved,LEM,2002-01-31T21:04:40,LEM,2002-01-31T21:04:56
IM/LA/379,LA,379,T/LA/1214,false,12/5/1697,1997-05-12T00:00:00,,Paisley,false,,LEM,2002-01-31T21:04:58,LEM,2002-01-31T21:05:10
IM/LA/380,LA,380,T/LA/1215,false,15/4/1697,1997-04-15T00:00:00,,Renfrew,false,,LEM,2002-01-31T21:19:39,LEM,2002-01-31T21:19:47
IM/LA/381,LA,381,T/LA/1216,false,15/4/1697,1997-04-15T00:00:00,,Renfrew,false,,LEM,2002-01-31T21:32:35,LEM,2002-01-31T21:32:49
IM/LA/382,LA,382,T/LA/1217,false,15/4/1697,1997-04-15T00:00:00,,Paisley,false,,LEM,2002-02-01T11:19:46,LEM,2002-02-01T11:19:58
IM/LA/383,LA,383,T/LA/1218,false,15/4/1697,1997-04-15T00:00:00,,Paisley,false,,LEM,2002-02-01T11:42:21,LEM,2002-02-01T11:42:45
IM/LA/384,LA,384,T/LA/1219,false,15/4/1697,1997-04-15T00:00:00,,Renfrew,false,,LEM,2002-02-01T11:54:36,LEM,2002-02-01T11:54:44
IM/LA/385,LA,385,T/LA/1220,false,15/4/1697,1997-04-15T00:00:00,,Renfrew,false,,LEM,2002-02-01T12:16:46,LEM,2002-02-01T12:17:07
IM/LA/386,LA,386,T/LA/1221,false,15/4/1697,1997-04-15T00:00:00,,Renfrew,false,,LEM,2002-02-01T12:26:11,LEM,2002-02-01T12:26:19
IM/LA/387,LA,387,T/LA/1222,false,15/4/1697,1997-04-15T00:00:00,,Renfrew,false,,LEM,2002-02-01T12:37:17,LEM,2002-02-01T12:37:24
IM/LA/388,LA,388,T/LA/1224,true,1700,2000-06-01T00:00:00,,Edinburgh,false,,LEM,2002-02-07T10:03:27,jhm,2002-10-11T16:04:09
IM/LA/394,LA,394,T/JO/419,false,9/1658,1958-09-01T00:00:00,Tolbooth,Alloa,false,Released,LEM,2002-05-07T16:40:23,jhm,2002-11-04T09:22:15
IM/LA/395,LA,395,T/JO/421,false,28/12/1658,1958-12-28T00:00:00,Tolbooth,Alloa,false,Released,LEM,2002-05-08T11:04:11,LEM,2002-05-08T11:04:28
IM/LA/396,LA,396,T/LA/1137,false,,,,Stirling,false,,LEM,2002-05-09T12:24:06,jhm,2002-11-04T12:50:39
IM/LA/397,LA,397,T/JO/421,false,16/3/1669,1969-03-16T00:00:00,,,false,Released,LEM,2002-05-09T12:33:22,LEM,2002-05-09T12:33:51
IM/LA/4,LA,4,T/LA/15,false,,,,Berwick,true,Moved,LEM,2001-05-18T16:41:45,LEM,2001-05-18T16:41:55
IM/LA/407,LA,407,T/LA/1313,false,,,Tolbooth,Haddington,false,Moved,LEM,2002-06-06T12:36:33,LEM,2002-06-06T12:36:42
IM/LA/408,LA,408,T/LA/1313,false,16/1/1662,1962-01-16T00:00:00,Tolbooth,Edinburgh,false,,LEM,2002-06-06T12:36:42,LEM,2002-06-06T12:36:54
IM/LA/409,LA,409,T/JO/628,false,3/12/1677,1977-12-03T00:00:00,Tolbooth,Edinburgh,false,Released,LEM,2002-06-13T11:34:47,LEM,2002-06-13T11:35:19
IM/LA/410,LA,410,T/JO/627,false,3/12/1677,1977-12-03T00:00:00,Tolbooth,Edinbrugh,false,Released,LEM,2002-06-13T11:39:42,LEM,2002-06-13T11:39:55
IM/LA/411,LA,411,T/JO/629,false,3/12/1677,1977-12-03T00:00:00,Tolbooth,Edinburgh,false,Released,LEM,2002-06-13T11:41:25,LEM,2002-06-13T11:41:38
IM/LA/412,LA,412,T/LA/1395,false,,,Tolbooth,Edinburgh,false,Released,LEM,2002-06-13T11:46:16,jhm,2002-10-18T10:18:15
IM/LA/413,LA,413,T/LA/1104,false,6/1624,2024-06-01T00:00:00,,Orkney,false,,LEM,2002-06-17T11:05:21,jhm,2002-10-11T14:51:11
IM/LA/43,LA,43,T/LA/137,false,4/6/1634,2034-06-04T00:00:00,,Ayton,false,,LEM,2001-06-18T10:09:01,LEM,2001-06-18T10:14:07
IM/LA/431,LA,431,T/LA/1164,false,11/1662,1962-11-01T00:00:00,,Lauder,false,Released,LEM,2002-07-09T16:24:25,jhm,2002-10-11T16:05:54
IM/LA/432,LA,432,T/JO/510,false,,,Tolbooth,Linlithgow,false,Released,LEM,2002-07-10T08:47:00,jhm,2002-10-11T16:51:17
IM/LA/433,LA,433,T/LA/873,false,,,,Edinburgh,false,,LEM,2002-07-10T09:25:57,LEM,2002-10-28T12:49:52
IM/LA/434,LA,434,T/LA/1503,false,12/1/1650,1950-01-12T00:00:00,,Dumfries,false,,LEM,2002-07-10T10:49:01,LEM,2002-07-10T10:49:10
IM/LA/435,LA,435,T/LA/29,false,,,Tolbooth,Edinburgh,false,,LEM,2002-07-10T14:11:08,LEM,2002-07-10T14:11:13
IM/LA/437,LA,437,T/LA/1566,false,,,Tolbooth,Galloway,false,,LEM,2002-07-15T10:27:55,jhm,2002-10-18T10:17:09
IM/LA/438,LA,438,T/LA/1585,false,8/1651,1951-08-01T00:00:00,,,false,,LEM,2002-07-15T15:36:43,LEM,2002-07-15T15:36:49
IM/LA/439,LA,439,T/LA/1130,false,,,Prison,Stirling,false,,LEM,2002-07-18T12:53:26,LEM,2002-07-18T12:53:39
IM/LA/44,LA,44,T/LA/146,false,3/1624,2024-03-01T00:00:00,,Eyemouth,false,,LEM,2001-06-18T12:24:10,jhm,2002-10-11T14:52:57
IM/LA/440,LA,440,T/JO/204,false,,,Tolbooth,Dunbar,false,,LEM,2002-07-18T17:15:58,LEM,2002-07-18T17:16:12
IM/LA/441,LA,441,T/LA/1620,false,,,Tolbooth,Dunbar,false,Moved,LEM,2002-07-18T17:45:47,LEM,2002-07-18T17:45:55
IM/LA/442,LA,442,T/LA/1620,false,1/3/1659,1959-03-01T00:00:00,Tolbooth,Edinburgh,false,,LEM,2002-07-18T17:45:56,jhm,2002-11-04T13:15:01
IM/LA/443,LA,443,T/LA/1626,false,,,Tolbooth,Dunbar,false,Moved,LEM,2002-07-18T17:55:21,LEM,2002-07-18T17:55:29
IM/LA/444,LA,444,T/LA/1626,false,,,Tolbooth,Edinburgh,false,,LEM,2002-07-18T17:55:29,LEM,2002-07-18T17:55:35
IM/LA/445,LA,445,T/LA/1624,false,,,Tolbooth,Dunbar,false,Moved,LEM,2002-07-18T18:08:44,LEM,2002-07-18T18:08:52
IM/LA/446,LA,446,T/LA/1624,false,1/3/1659,1959-03-01T00:00:00,Tolbooth,Edinburgh,false,,LEM,2002-07-18T18:08:52,LEM,2002-07-18T18:09:24
IM/LA/447,LA,447,T/LA/1622,false,,,Tolbooth,Dunbar,false,Moved,LEM,2002-07-18T18:14:15,LEM,2002-07-18T18:14:19
IM/LA/448,LA,448,T/LA/1622,false,1/3/1659,1959-03-01T00:00:00,Tolbooth,Edinburgh,false,,LEM,2002-07-18T18:14:19,LEM,2002-07-18T18:14:35
IM/LA/449,LA,449,T/LA/1144,false,,,,Kircudbright,false,,LEM,2002-07-19T11:55:07,LEM,2002-07-19T11:55:12
IM/LA/45,LA,45,T/LA/156,false,14/12/1633,2033-12-14T00:00:00,,Eyemouth,false,Released,LEM,2001-06-18T15:20:19,LEM,2001-06-18T15:20:57
IM/LA/450,LA,450,T/LA/1141,false,1659,1959-06-01T00:00:00,,Kirkcudbright,false,,LEM,2002-07-19T12:03:57,jhm,2002-10-11T16:04:49
IM/LA/451,LA,451,T/LA/1257,false,1590,1990-06-01T00:00:00,Tolbooth,Aberdeen,false,,LEM,2002-07-24T15:29:22,jhm,2002-10-11T16:06:22
IM/LA/452,LA,452,T/LA/1647,false,4/7/1591,1991-07-04T00:00:00,House,Tranent,false,,LEM,2002-07-24T15:39:51,LEM,2002-07-24T15:40:01
IM/LA/453,LA,453,T/LA/1647,false,,,Tolbooth,Edinburgh,false,,LEM,2002-07-24T15:42:00,LEM,2002-07-24T15:43:03
IM/LA/46,LA,46,T/LA/156,false,1/1634,2034-01-01T00:00:00,,Eyemouth,false,,LEM,2001-06-18T15:24:34,jhm,2002-10-03T11:40:01
IM/LA/468,LA,468,T/LA/1651,false,1591,1991-06-01T00:00:00,Pit,Seaton,false,,LEM,2002-07-26T09:31:34,jhm,2002-10-01T15:01:17
IM/LA/469,LA,469,T/LA/1647,false,,,Pit,Seaton,false,,LEM,2002-07-26T09:35:24,LEM,2002-07-26T09:35:29
IM/LA/47,LA,47,T/LA/156,false,28/3/1634,2034-03-28T00:00:00,,Eyemouth,false,Released,LEM,2001-06-18T15:24:52,LEM,2001-06-18T15:25:50
IM/LA/470,LA,470,T/LA/1674,false,,,Tolbooth,Edinburgh,false,,LEM,2002-07-26T09:54:10,LEM,2002-10-28T12:47:01
IM/LA/471,LA,471,T/LA/1649,false,,,Tolbooth,Haddington,false,,LEM,2002-07-26T10:37:06,LEM,2002-10-28T12:45:31
IM/LA/472,LA,472,T/LA/1651,false,1591,1991-06-01T00:00:00,Castle,Seaton,false,,LEM,2002-07-26T12:04:39,jhm,2002-10-01T15:01:13
IM/LA/473,LA,473,T/LA/1683,false,,,Tolbooth,Tranent,false,,LEM,2002-08-01T10:24:50,LEM,2002-08-01T10:25:12
IM/LA/474,LA,474,T/LA/1727,false,,,Tolbooth,Tranent,false,,LEM,2002-08-01T10:28:42,LEM,2002-08-01T10:28:44
IM/LA/475,LA,475,T/LA/1727,false,,,Tolbooth,Edinburgh,false,,LEM,2002-08-01T10:29:17,LEM,2002-08-01T10:29:22
IM/LA/476,LA,476,T/LA/1683,false,,,Tolbooth,Edinburgh,false,,LEM,2002-08-01T10:29:27,LEM,2002-08-01T10:29:30
IM/LA/477,LA,477,T/LA/1120,false,,,Tolbooth,Ayr,false,,LEM,2002-08-01T10:36:20,LEM,2002-08-01T10:36:29
IM/LA/478,LA,478,T/LA/1748,false,,,Tolbooth,Ayr,false,,LEM,2002-08-02T10:30:24,jhm,2002-10-18T10:16:27
IM/LA/479,LA,479,T/LA/1750,false,,,Tolbooth,Irvine,false,,LEM,2002-08-02T11:47:54,LEM,2002-08-02T11:48:00
IM/LA/48,LA,48,T/LA/157,true,12/1/1644,2044-01-12T00:00:00,Tolbooth,Edinburgh,false,,LEM,2001-06-19T11:02:18,LEM,2001-06-19T11:02:37
IM/LA/480,LA,480,T/LA/1800,false,,,Tolbooth,Kirkend of Kircudbright,false,,LEM,2002-08-14T11:10:52,jhm,2002-10-18T10:16:08
IM/LA/481,LA,481,T/LA/1799,false,,,Tolbooth,Kirkend of Kircudbright,false,,LEM,2002-08-14T11:12:33,LEM,2002-08-14T11:13:43
IM/LA/482,LA,482,T/LA/1805,false,,,,Fortrose,false,,LEM,2002-08-14T12:22:39,LEM,2002-08-14T12:22:49
IM/LA/483,LA,483,T/LA/1803,false,,,,Fortrose,false,,LEM,2002-08-14T12:24:03,LEM,2002-08-14T12:24:07
IM/LA/484,LA,484,T/JO/1699,false,,,Thieves' Hole,Pittenweem,false,,LEM,2002-08-14T15:52:46,LEM,2002-11-11T11:34:19
IM/LA/485,LA,485,T/JO/1699,false,,,Dungeon,Pittemweem,false,,LEM,2002-08-14T15:52:57,LEM,2002-08-14T15:53:04
IM/LA/49,LA,49,T/LA/90,true,28/10/1598,1998-10-28T00:00:00,Tolbooth,Edinburgh,false,,LEM,2001-06-20T12:45:06,LEM,2001-06-20T12:45:21
IM/LA/490,LA,490,T/LA/1872,false,,,Tolbooth,Dumfries,false,,LEM,2002-08-26T10:14:24,jhm,2002-10-18T10:15:51
IM/LA/491,LA,491,T/LA/801,false,,,Tolbooth,Haddington,false,,LEM,2002-08-26T10:14:41,LEM,2002-10-28T12:47:43
IM/LA/492,LA,492,T/LA/1900,false,6/1632,2032-06-01T00:00:00,Steeple,Lasswade,false,,LEM,2002-08-26T18:27:29,jhm,2002-10-11T13:59:48
IM/LA/493,LA,493,T/LA/1247,false,3/1698,1998-03-01T00:00:00,Priory,Bewlie (in Ross),false,Released,LEM,2002-08-28T10:47:21,LEM,2002-08-28T10:48:05
IM/LA/494,LA,494,T/LA/776,false,,,Tolbooth,Dumfries,false,,LEM,2002-08-28T11:21:15,LEM,2002-08-28T11:21:21
IM/LA/495,LA,495,T/LA/1937,false,18/12/1634,2034-12-18T00:00:00,Tolbooth,Haddington,false,,LEM,2002-08-28T17:36:33,LEM,2002-10-07T12:52:59
IM/LA/496,LA,496,T/JO/1174,false,28/8/1649,2049-08-28T00:00:00,Steeple,Inverkeithing,false,Moved,LEM,2002-09-02T11:52:24,LEM,2002-09-02T11:52:50
IM/LA/497,LA,497,T/JO/1174,false,,,,Burntisland,false,,LEM,2002-09-02T12:57:48,LEM,2002-09-02T12:57:54
IM/LA/498,LA,498,T/LA/1977,false,,,Steeple,Dunfermline,false,Moved,LEM,2002-09-02T13:03:52,LEM,2002-09-02T13:04:01
IM/LA/499,LA,499,T/LA/1977,false,4/1649,2049-04-01T00:00:00,Tolbooth,Dunfermline,false,,LEM,2002-09-02T13:04:01,jhm,2002-10-11T14:00:48
IM/LA/5,LA,5,T/LA/15,false,13/7/1629,2029-07-13T00:00:00,Tolbooth,Duns,true,Moved,LEM,2001-05-18T16:41:57,jhm,2002-10-21T14:55:42
IM/LA/500,LA,500,T/JO/575,false,,,Tolbooth,Peebles,false,,LEM,2002-09-04T15:59:12,LEM,2002-09-04T15:59:34
IM/LA/501,LA,501,T/LA/2135,false,1642,2042-06-01T00:00:00,Tolbooth,Duns,false,,LEM,2002-09-09T12:38:50,jhm,2002-10-11T13:56:33
IM/LA/502,LA,502,T/LA/2138,false,11/1649,2049-11-01T00:00:00,Old Exchequer House,Edinburgh,false,,LEM,2002-09-10T15:06:51,LEM,2002-10-07T10:29:56
IM/LA/503,LA,503,T/LA/1115,true,,,,Edinburgh,false,,LEM,2002-10-09T11:36:55,jhm,2002-10-18T10:31:16
IM/LA/513,LA,513,T/LA/852,false,,,,,false,Released,LEM,2002-11-06T14:52:27,LEM,2002-11-06T14:52:28
IM/LA/514,LA,514,T/LA/853,false,,,,,false,Released,LEM,2002-11-06T14:52:31,LEM,2002-11-06T14:52:34
IM/LA/515,LA,515,T/LA/854,false,,,,,false,Released,LEM,2002-11-06T14:52:40,LEM,2002-11-06T14:52:43
IM/LA/516,LA,516,T/LA/850,false,,,,,false,Released,LEM,2002-11-06T14:55:47,LEM,2002-11-06T14:55:48
IM/LA/53,LA,53,T/LA/175,false,,,,Perth,false,,LEM,2001-06-25T10:30:25,jhm,2002-10-11T16:15:34
IM/LA/54,LA,54,T/LA/204,false,,,,Dunkeld,false,,LEM,2001-06-25T10:41:40,jhm,2002-10-11T16:15:16
IM/LA/55,LA,55,T/LA/205,false,,,,Dunkeld,false,,LEM,2001-06-25T10:44:11,jhm,2002-10-11T16:14:50
IM/LA/56,LA,56,T/LA/207,false,6/7/1609,2009-07-06T00:00:00,,Crichton,false,Rescued,LEM,2001-06-25T14:31:51,LEM,2001-06-25T14:34:31
